selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-087848, 953451.32651711, -822416.49211776, 1197130.08543578, 1.29, 1.19, 1.88
04-1-087849, 954387.14878777, -823281.80518685, 1195788.86074299, 1.14, 0.90, 2.13
04-1-087850, 952025.59890390, -818986.84284812, 1200610.91543986, 1.26, 1.16, 1.57
04-1-087851, 954985.70620564, -818261.57081466, 1198753.12832578, 1.19, 1.11, 1.46
04-1-087852, 957398.49503573, -813456.72555019, 1200097.92823772, 1.52, 1.34, 1.46
04-1-087856, 962609.45188429, -815919.01949550, 1194243.67562426, 1.23, 1.00, 1.90
04-1-087861, 962352.51782106, -825622.83381272, 1187764.00338221, 1.18, 0.86, 1.54
04-1-087862, 968415.90970089, -817216.68088449, 1188648.93148580, 1.12, 0.97, 1.53
04-1-087865, 972564.82287638, -821328.31815673, 1182411.18867223, 1.52, 1.40, 1.70
04-1-087866, 965111.02451330, -813217.27841959, 1194067.47231584, 1.06, 1.03, 0.45
04-1-087876, 960107.02069868, -810319.82926237, 1200056.26664307, 1.35, 1.12, 1.80
04-1-087889, 955933.75303540, -810031.27928786, 1203577.47834650, 1.24, 1.12, 1.21
04-1-088568, 948759.02305780, -804805.46312572, 1212725.54301845, 1.82, 1.61, 1.42
04-1-088569, 947444.33537797, -803349.09414430, 1214717.34337570, 1.15, 1.04, 1.81
04-1-088571, 949041.73627146, -801349.63540549, 1214791.05390611, 1.58, 1.32, 1.62
04-1-088575, 942299.37058233, -809761.65775139, 1214461.49129393, 1.19, 1.02, 1.54
04-1-088576, 943417.29681483, -809549.42763231, 1213734.85090064, 1.10, 0.98, 1.55
04-1-088577, 943268.65790648, -808107.84593332, 1214810.56480108, 1.16, 0.85, 1.62
04-1-088578, 941572.44574963, -799387.73873949, 1221875.33429480, 1.88, 1.72, 1.67
04-1-088579, 935150.41719918, -803249.43364028, 1224272.35718560, 1.58, 1.36, 1.28
04-1-088580, 935844.05220385, -812313.19092423, 1217744.61600336, 3.68, 3.27, 1.42
04-1-088581, 938797.22830497, -819369.06551853, 1210724.10507027, 1.62, 1.40, 1.60
04-1-088582, 938181.80142351, -824038.79506809, 1208028.86211401, 1.31, 1.10, 1.35
04-1-088585, 932295.03628779, -825086.08131448, 1211865.37360148, 1.85, 1.60, 1.70
04-1-088586, 935555.34208759, -824222.76458466, 1209938.75722361, 3.24, 3.13, 0.88
04-1-088587, 929414.60127895, -826566.31826413, 1213068.58027103, 2.97, 2.70, 1.01
04-1-088589, 932589.95731740, -830761.36593248, 1207754.23178092, 1.89, 1.66, 1.49
04-1-088592, 928343.03465153, -831727.01356972, 1210358.68440409, 2.25, 1.82, 1.41
04-1-088595, 929824.90810194, -812711.09991880, 1222082.26741983, 1.07, 1.02, 1.87
04-1-088598, 918271.79338590, -822386.17235886, 1224343.35747158, 1.60, 1.46, 1.59
04-1-088601, 920102.65379760, -825560.89542444, 1220827.20907613, 1.61, 1.49, 1.63
04-1-088605, 930801.67485201, -818305.10605178, 1217597.53428721, 1.26, 0.99, 1.15
04-1-088609, 919324.89527943, -836814.64038733, 1213730.51150282, 1.29, 1.13, 0.93
04-1-088612, 913333.10166351, -827492.05025154, 1224597.20405373, 7.33, 6.95, 1.07
04-1-088613, 905999.36313924, -832729.81697298, 1226492.95387924, 1.26, 1.12, 1.72
04-1-088616, 905950.72436220, -836280.07214535, 1224110.97779579, 1.62, 1.47, 1.61
04-1-088617, 907749.78731216, -839673.68659368, 1220449.58260344, 1.35, 1.14, 1.29
04-1-088620, 919402.69481945, -846589.82836587, 1206873.27721935, 1.68, 1.41, 1.26
04-1-088622, 926556.60134245, -839619.95998893, 1206271.09195940, 1.47, 1.13, 1.22
04-1-088623, 920066.10522013, -834382.05123870, 1214843.08229325, 1.24, 0.99, 1.29
04-1-088624, 919706.13282910, -829299.58035026, 1218590.00294086, 1.59, 1.42, 1.45
04-1-088630, 900997.97016852, -843021.01213769, 1223142.26108273, 1.27, 0.95, 1.16
04-1-088631, 897562.93948666, -841218.34730838, 1226903.10204671, 1.26, 1.14, 1.70
04-1-088633, 899934.06232944, -842172.86248817, 1224509.00901043, 1.13, 1.02, 1.43
04-1-088635, 910480.04118379, -849333.51570360, 1211700.22435771, 1.05, 0.97, 1.38
04-1-088637, 909770.34355151, -851288.46573719, 1210861.11098548, 1.17, 1.00, 1.32
04-1-088640, 894209.63721968, -841776.98181916, 1228966.80084650, 1.46, 1.30, 1.21
04-1-088654, 887552.67272712, -847482.36689630, 1229870.98954922, 1.14, 1.13, 2.60
04-1-088655, 885105.01081945, -853035.92244350, 1227793.79166180, 1.35, 1.16, 1.36
04-1-088657, 884037.77882802, -853138.99690854, 1228490.86995334, 1.29, 1.15, 1.58
04-1-088659, 886115.40657535, -855263.49191286, 1225513.20092067, 1.75, 1.56, 1.25
04-1-088663, 886409.91826377, -857103.02861092, 1224014.14009382, 1.52, 1.39, 2.16
04-1-088665, 888623.33128750, -859843.66747239, 1220481.95504855, 1.12, 1.00, 1.07
04-1-088668, 883718.33208088, -858298.83828501, 1225121.94239708, 1.46, 1.29, 1.53
04-1-088669, 877734.66080883, -862577.56260736, 1226417.78106042, 2.19, 1.99, 1.43
04-1-088671, 880219.36600837, -868135.41283147, 1220702.06549008, 5.78, 5.51, 1.58
04-1-088680, 874807.04348832, -868902.92577385, 1224042.11620551, 4.97, 4.57, 1.83
04-1-088684, 867937.31648638, -868998.35023815, 1228855.33808247, 1.61, 1.11, 1.97
04-1-088687, 863879.98112399, -874560.32603254, 1227768.04582261, 1.23, 0.86, 1.93
04-1-088688, 865992.54122150, -874254.06829654, 1226497.24933066, 1.52, 1.21, 1.39
04-1-088692, 882786.09589123, -883279.27439232, 1207917.70925428, 1.39, 1.10, 1.09
04-1-088694, 880959.85789035, -849990.50148884, 1232876.56972000, 1.35, 1.12, 1.44
04-1-088711, 869598.29129010, -857869.75905719, 1235482.51637994, 1.60, 0.67, 1.91
04-1-088712, 866526.19655936, -855943.96640775, 1238971.76604091, 1.23, 1.09, 1.51
04-1-088714, 864817.51229205, -862676.82824863, 1235491.04425563, 1.24, 0.99, 1.64
04-1-088721, 873924.06416564, -859882.82083512, 1231022.75547808, 2.09, 1.87, 1.73
04-1-088738, 864650.84441982, -864198.23277948, 1234544.08252801, 1.54, 1.39, 1.50
04-1-088744, 863060.69717390, -871233.42618586, 1230706.02098557, 2.12, 1.89, 0.98
04-1-088755, 859069.18698279, -884974.94686714, 1223674.07237150, 2.49, 2.44, 2.00
04-1-088761, 854885.99139667, -887830.59721935, 1224534.82284289, 1.25, 0.96, 1.92
04-1-088764, 848903.68930746, -885723.56523750, 1230209.35302214, 1.46, 1.33, 2.32
04-1-088765, 847351.66600503, -890024.61572104, 1228173.48022546, 1.83, 1.51, 1.38
04-1-088772, 835737.51368794, -900778.39110391, 1228291.43868015, 2.27, 1.90, 1.94
04-1-088777, 849682.44039839, -905263.06565070, 1215358.91507296, 1.14, 0.99, 1.53
04-1-088783, 849473.96843864, -907704.16623083, 1213682.77715072, 2.11, 1.68, 1.64
04-1-088785, 845160.23636013, -910265.07114601, 1214775.87855836, 1.89, 1.76, 0.41
04-1-088789, 845120.23595216, -915431.18843090, 1210915.47435490, 1.35, 1.20, 1.52
04-1-088791, 843427.71386059, -914013.85899385, 1213164.09321207, 1.30, 1.18, 0.69
04-1-088809, 846534.63364751, -922568.91211917, 1204493.45221405, 1.18, 1.07, 1.68
04-1-088811, 837416.11888992, -921018.49449488, 1212030.50152285, 2.93, 2.67, 1.09
04-1-088815, 835310.03668077, -915807.88667797, 1217420.14823101, 1.30, 0.99, 1.60
04-1-088816, 834512.86862820, -915254.68268304, 1218382.49245493, 1.47, 0.99, 1.76
04-1-088818, 834493.63092745, -917932.98383865, 1216379.12557007, 1.95, 1.74, 1.78
04-1-088819, 828096.92315627, -916858.98033388, 1221549.77632524, 1.12, 1.03, 1.72
04-1-088822, 830181.69784548, -904842.28487424, 1229071.82380281, 1.77, 1.44, 1.66
04-1-088825, 827919.01984163, -894916.77524419, 1237833.92342067, 2.24, 2.03, 1.73
04-1-088827, 833403.04610034, -891435.55385205, 1236665.18349922, 1.15, 0.95, 1.54
04-1-088839, 815766.91491468, -924362.35196446, 1224188.44252072, 3.35, 3.02, 2.19
04-1-088846, 816139.62531056, -939357.80809794, 1212469.29048259, 1.45, 1.39, 1.15
04-1-088851, 793860.64787408, -937148.89588948, 1228859.62529903, 1.12, 1.01, 1.55
04-1-088852, 793833.50168099, -950694.80519767, 1218427.88829666, 1.17, 1.07, 1.95
04-1-088854, 780161.83684784, -966692.53302338, 1214665.30983767, 1.86, 1.70, 1.66
04-1-088857, 759073.93059597, -982445.80616686, 1215387.08477371, 1.46, 1.44, 2.55
04-1-088858, 760865.41451421, -989110.46539927, 1208843.69057119, 1.15, 1.09, 1.92
04-1-088859, 754474.32331885, -990783.66016013, 1211476.36964667, 1.34, 1.28, 0.18
04-1-088860, 755610.30236769, -993893.99061446, 1208216.27466951, 2.23, 2.11, 1.36
04-1-088861, 750691.57452145, -992340.16766658, 1212551.81810015, 2.12, 1.94, 1.24
04-1-088866, 748726.21005733, -963792.35844547, 1236556.55437805, 1.23, 1.07, 1.64
04-1-088873, 741132.50635621, -979952.83253656, 1228402.95262822, 2.35, 2.12, 1.01
04-1-088877, 718567.64291277, -1009181.94527773, 1218101.43415244, 1.21, 1.18, 1.56
04-1-088883, 701428.88748301, -1012501.03941775, 1225315.43733943, 1.22, 1.13, 0.97
04-1-088885, 705620.59093709, -1018475.74544945, 1217934.93158575, 1.49, 1.35, 1.45
04-1-088886, 702010.57178884, -1015535.25667399, 1222468.01984706, 1.66, 1.58, 1.46
04-1-088887, 702450.36456569, -1018145.71420118, 1220041.61813247, 1.37, 1.27, 1.41
04-1-088888, 700128.64530942, -1017589.73297122, 1221838.68631205, 1.65, 1.56, 1.50
04-1-088891, 687664.07324138, -1018928.40408694, 1227787.35525249, 1.14, 1.03, 1.50
04-1-088894, 687768.08727168, -1037215.22942665, 1212319.42406945, 1.23, 1.08, 1.85
04-1-088897, 686709.37269064, -1040698.32287357, 1209932.22877439, 1.15, 0.98, 1.40
04-1-088898, 675270.48283169, -1027727.41532772, 1227332.43043605, 1.33, 1.17, 1.72
04-1-088899, 674309.38555380, -1029824.97798250, 1226102.00524973, 1.14, 1.04, 1.62
04-1-088900, 679167.12458861, -1035902.01961405, 1218276.56245927, 1.19, 1.01, 1.63
04-1-088901, 680819.36566552, -1039213.04836259, 1214528.71166051, 1.58, 1.34, 1.29
04-1-088902, 679309.72724878, -1040073.89698404, 1214637.12411470, 1.80, 1.70, 2.00
04-1-088907, 669736.75206701, -1038352.19320559, 1221407.45281657, 1.36, 1.18, 1.47
04-1-088912, 664040.07008882, -1035660.31022913, 1226791.45217618, 1.08, 0.97, 1.10
04-1-088913, 662313.93796660, -1037585.37816098, 1226097.70842365, 1.50, 1.36, 1.40
04-1-088915, 662940.69464764, -1029076.99774618, 1232910.75430860, 1.50, 1.32, 1.80
04-1-088917, 663572.71108443, -1031204.13752013, 1230791.63300107, 1.42, 1.20, 1.72
04-1-088924, 657080.56668458, -1036832.69144704, 1229545.38705660, 1.20, 1.11, 1.07
04-1-088926, 652707.59689398, -1044591.07315815, 1225300.38881704, 1.40, 1.20, 1.42
04-1-088932, 659500.06437221, -1046903.59781115, 1219676.71207706, 1.22, 1.11, 1.42
04-1-088933, 659600.92206520, -1049661.70729153, 1217249.22832449, 1.65, 1.29, 1.54
04-1-088937, 652809.64221695, -1051890.08108131, 1218985.47503706, 1.88, 1.65, 1.65
04-1-088939, 649267.99310921, -1046427.88787737, 1225560.48753068, 1.34, 1.22, 1.55
04-1-088941, 645962.60222444, -1050983.39600191, 1223407.11860596, 2.09, 1.90, 1.59
04-1-088942, 637065.62460387, -1052998.46790986, 1226336.15967546, 2.06, 1.90, 1.19
04-1-088944, 632543.45333831, -1075948.77873672, 1208628.05079719, 1.20, 1.09, 1.50
04-1-088949, 617776.19953059, -1067565.64505315, 1223607.33930285, 1.07, 0.97, 1.00
04-1-088950, 617477.32235541, -1069114.22792094, 1222405.53174215, 1.28, 1.20, 1.94
04-1-088951, 623131.22506187, -1075217.26511173, 1214155.70218920, 1.12, 1.05, 1.42
04-1-088952, 621827.95550702, -1077558.74292748, 1212747.25697093, 1.15, 1.14, 1.98
04-1-088953, 614942.21866356, -1076798.03000795, 1216926.79741887, 1.16, 1.05, 0.49
04-1-088955, 606478.50196365, -1077029.07566452, 1220963.12672790, 1.03, 0.99, 1.80
04-1-088962, 593739.09412280, -1095765.09365607, 1210508.78048659, 1.11, 1.06, 1.51
04-1-088963, 589781.24503588, -1097957.97856431, 1210456.57514464, 1.15, 1.09, 2.36
04-1-088965, 568906.70901919, -1109209.86575337, 1210188.98943444, 1.13, 1.00, 1.78
04-1-088966, 557560.84923493, -1109406.26119777, 1215278.73634636, 1.10, 0.93, 1.69
04-1-088967, 553899.17602161, -1104088.85207064, 1221778.32258390, 1.46, 1.31, 1.30
04-1-088968, 552362.71989731, -1102610.23061659, 1223807.52776214, 1.06, 0.94, 1.29
04-1-088969, 553952.21114835, -1106747.66841892, 1219346.26181948, 1.32, 1.27, 2.33
04-1-088970, 571308.80209526, -1087767.72062410, 1228383.65286125, 1.57, 1.45, 1.66
04-1-088971, 569181.77428262, -1089670.57411120, 1227684.36812588, 1.44, 1.26, 1.60
04-1-088974, 558507.15356201, -1092405.80578418, 1230153.67938688, 1.49, 1.28, 1.11
04-1-088975, 565077.20927450, -1096741.94294309, 1223275.77354739, 1.45, 1.25, 1.43
04-1-088977, 563023.08571385, -1099533.65985270, 1221715.79993228, 1.50, 1.23, 1.35
04-1-088978, 566570.45671521, -1100961.27127380, 1218786.67400521, 1.55, 1.31, 1.24
04-1-088983, 570139.66835916, -1104483.47387762, 1213925.76976293, 1.05, 0.99, 1.56
04-1-088984, 573249.79926998, -1099140.93213459, 1217305.48300056, 1.15, 1.05, 1.93
04-1-088986, 574474.94342127, -1096444.38539831, 1219158.31995261, 1.31, 1.18, 1.80
04-1-088991, 571216.47276435, -1096875.92913061, 1220300.65858235, 1.10, 1.00, 0.46
04-1-088992, 571600.52813544, -1097940.82335234, 1219162.64077098, 1.99, 1.77, 0.92
04-1-088995, 568701.66755843, -1099907.40666824, 1218745.61335523, 1.20, 0.96, 1.53
04-1-088996, 568032.53991326, -1097767.80647836, 1220984.69960085, 1.21, 1.09, 1.42
04-1-088999, 569103.09959858, -1096178.02575470, 1221914.13686879, 1.26, 1.07, 0.95
04-1-089003, 547177.03218679, -1110053.62675815, 1219400.26290318, 1.21, 1.08, 1.55
04-1-089004, 547827.12775244, -1113675.17375504, 1215800.89054919, 1.40, 1.27, 0.96
04-1-089005, 538541.11403448, -1117707.51640962, 1216249.20812140, 1.34, 1.14, 2.41
04-1-089006, 534008.74306318, -1125329.36895014, 1211208.99670964, 1.17, 1.06, 1.47
04-1-089008, 524888.99046815, -1125115.34602039, 1215387.08477371, 1.30, 1.21, 1.82
04-1-089009, 540077.79273328, -1123503.19131465, 1210212.92213484, 5.58, 5.47, 0.44
04-1-089012, 538999.44709622, -1094426.98752492, 1237039.98520949, 1.96, 1.88, 1.08
04-1-089014, 542430.52310456, -1100424.42211097, 1230200.78801237, 1.77, 1.69, 2.36
04-1-089015, 537455.55676402, -1099219.12754715, 1233457.57695105, 1.07, 0.95, 1.51
04-1-089017, 540434.64027560, -1103651.87074218, 1228186.34897050, 1.27, 1.11, 1.57
04-1-089018, 539189.63419040, -1103888.45610339, 1228520.88906265, 1.12, 1.00, 1.96
04-1-089020, 537501.62447642, -1103654.51925836, 1229470.40054074, 1.47, 1.28, 1.50
04-1-089021, 535062.00793427, -1104073.72762671, 1230157.96206415, 1.07, 0.99, 1.73
04-1-089026, 504613.49714691, -1120252.63651009, 1228396.51940624, 1.06, 0.99, 1.57
04-1-089028, 517537.34071037, -1129201.76704309, 1214749.86325465, 1.11, 1.00, 1.07
04-1-089029, 511603.44127764, -1139699.02751691, 1207438.11665438, 1.27, 1.10, 1.43
04-1-089031, 496719.18575834, -1144998.12970447, 1208638.94256012, 2.30, 2.10, 1.39
04-1-089034, 488668.97154193, -1126279.88294555, 1229331.12769681, 1.73, 1.48, 0.92
04-1-089036, 474550.74332258, -1145327.58875336, 1217203.79002548, 1.12, 1.04, 1.77
04-1-089043, 427411.45850704, -1171312.85440939, 1209919.17177645, 1.38, 1.32, 1.60
04-1-089044, 423143.86473366, -1172885.99337051, 1209895.23360229, 1.73, 1.66, 2.14
04-1-089045, 419694.21491800, -1172805.42001338, 1211174.21238714, 1.67, 1.49, 1.05
04-1-089046, 419184.41225985, -1174416.76807542, 1209788.59449974, 1.61, 1.45, 1.78
04-1-089047, 417063.64983143, -1173388.94511787, 1211517.66617927, 1.89, 1.27, 2.45
04-1-089048, 413696.40677180, -1169410.03233767, 1216509.02967964, 1.09, 1.00, 1.36
04-1-089053, 390312.42933260, -1165574.32893564, 1227864.58994253, 1.59, 1.54, 1.73
04-1-089058, 358358.77607087, -1180757.04231480, 1223090.57499312, 1.58, 1.38, 1.54
04-1-089059, 363793.00649251, -1184734.53024778, 1217627.81721908, 1.23, 1.09, 1.47
04-1-089060, 363987.39858390, -1195622.44497062, 1206879.82117301, 1.25, 1.19, 1.65
04-1-089062, 356401.77186686, -1184717.90138759, 1219827.86947255, 1.21, 1.14, 1.35
04-1-089064, 350750.89458682, -1189449.57767651, 1216857.53977683, 1.07, 0.95, 1.70
04-1-089065, 345564.71196866, -1181968.88771002, 1225599.17523127, 1.18, 1.07, 1.61
04-1-089066, 340499.27322712, -1195252.80961235, 1214079.78570009, 1.04, 0.97, 2.23
04-1-089070, 330210.20524104, -1197351.21427426, 1214853.92127228, 1.29, 1.11, 1.51
04-1-089747, 359413.47464787, -1168436.88133617, 1234559.01785818, 1.10, 0.91, 1.52
04-1-089749, 372586.46870139, -1165992.04507796, 1232964.16580351, 1.34, 1.23, 1.56
04-1-089750, 378868.24656092, -1161551.17032517, 1235239.44661109, 2.53, 2.37, 1.64
04-1-089755, 351936.08503502, -1144057.17124303, 1259298.59087415, 1.44, 1.28, 1.58
04-1-089756, 359676.77467152, -1149487.39751586, 1252146.19781961, 1.38, 1.29, 1.45
04-1-089758, 364887.32582264, -1150549.27943719, 1249660.89601962, 1.34, 1.20, 1.56
04-1-089760, 360818.22717788, -1151372.36307891, 1250084.25655005, 1.27, 1.08, 1.52
04-1-089764, 362181.10992641, -1157065.81145344, 1244420.47217894, 1.89, 1.84, 3.14
04-1-089766, 359532.98721866, -1159314.21862443, 1243095.06217218, 1.29, 1.14, 1.83
04-1-089767, 355951.15579167, -1156390.95418401, 1246843.01167868, 1.17, 1.06, 2.42
04-1-089770, 363912.23459941, -1168315.85008040, 1233355.06645887, 1.26, 0.74, 1.53
04-1-089771, 378198.85109861, -1144371.60636972, 1251374.45057923, 1.10, 1.00, 1.67
04-1-089772, 385885.82220310, -1141756.35907662, 1251416.52087973, 1.38, 1.26, 1.85
04-1-089775, 393519.89339201, -1153317.19949220, 1238370.01371166, 1.14, 1.06, 2.16
04-1-089780, 396058.46226640, -1141879.09416963, 1248122.02478985, 3.68, 3.51, 2.18
04-1-089783, 402501.00084199, -1152585.85905324, 1236162.42534374, 1.26, 1.08, 1.50
04-1-089786, 410032.47196446, -1135487.83658498, 1249439.67637588, 1.19, 0.99, 1.83
04-1-089787, 420091.45754766, -1131102.26731815, 1250075.83296504, 1.24, 1.06, 1.59
04-1-089788, 426543.68081481, -1134199.97484596, 1245074.16060907, 1.24, 1.08, 1.69
04-1-089789, 416808.03889656, -1137443.41798753, 1245412.49776452, 1.70, 1.51, 1.20
04-1-089790, 415374.91692816, -1134758.45708286, 1248337.16698088, 5.29, 5.18, 1.13
04-1-089794, 407267.18383961, -1151811.72776368, 1235322.60756184, 1.25, 1.13, 1.58
04-1-089799, 434687.61230601, -1130512.32389490, 1245611.22555533, 1.67, 1.61, 0.48
04-1-089800, 443975.71676747, -1126233.27333038, 1246211.43349127, 1.28, 1.24, 2.19
04-1-089802, 454087.26616816, -1122044.35935536, 1246346.64934870, 1.09, 1.03, 0.75
04-1-089803, 461117.40445690, -1122645.72354119, 1243220.04436930, 1.15, 0.96, 2.08
04-1-089804, 464370.77648871, -1122031.73250663, 1242563.21094399, 1.27, 1.16, 1.38
04-1-089805, 469499.21472378, -1126956.83393023, 1236162.42534374, 1.17, 0.97, 1.62
04-1-089806, 462655.25600817, -1129979.57613700, 1235983.42691205, 1.53, 1.34, 1.57
04-1-089807, 458687.06148329, -1134834.08664139, 1233011.16597727, 1.32, 1.15, 1.86
04-1-089808, 453295.55288180, -1132746.32892952, 1236918.61334296, 1.28, 1.09, 1.69
04-1-089811, 468362.60965667, -1107098.14955154, 1254403.80784465, 1.97, 1.74, 1.43
04-1-089812, 472421.31187174, -1106131.58341801, 1253734.33559688, 1.19, 1.11, 2.11
04-1-089813, 474703.30168889, -1110026.19458508, 1249422.81982547, 1.18, 1.01, 1.28
04-1-089814, 479862.14387667, -1107251.96216733, 1249913.66707893, 1.40, 1.19, 1.32
04-1-089816, 472934.36388958, -1112112.24638973, 1248238.03774855, 1.18, 1.08, 1.47
04-1-089819, 480227.52243541, -1118136.46198415, 1240044.81333423, 1.17, 1.08, 2.00
04-1-089820, 482908.28223121, -1121516.00219475, 1235945.06664884, 1.26, 1.10, 1.47
04-1-089821, 492597.88326004, -1116341.17884026, 1236805.74781704, 1.56, 1.49, 2.58
04-1-089822, 489557.26038594, -1110657.33388333, 1243114.12810514, 1.34, 1.10, 1.86
04-1-089823, 487671.03879292, -1102517.70587385, 1251075.70760418, 2.01, 1.83, 1.85
04-1-089824, 490571.51584149, -1099155.87404004, 1252898.52438586, 2.17, 1.90, 1.29
04-1-089825, 495572.70855385, -1101362.33535909, 1248986.57190098, 4.74, 4.51, 1.83
04-1-089827, 497726.76659945, -1114978.50302045, 1235981.29581832, 1.14, 1.04, 1.23
04-1-089831, 500668.69840458, -1117949.95035564, 1232102.88650652, 1.04, 1.00, 0.73
04-1-089832, 500857.89832484, -1119577.00644131, 1230547.62294416, 1.29, 1.17, 1.29
04-1-089833, 504781.59014908, -1108616.19222800, 1238839.95922656, 1.24, 0.91, 1.51
04-1-089839, 531950.40095157, -1080780.24616165, 1251999.03771298, 1.16, 0.98, 1.80
04-1-089841, 547608.42866310, -1089129.63508696, 1237933.92668288, 1.31, 1.19, 2.45
04-1-089842, 548249.28309504, -1096261.83671052, 1231337.26856530, 1.22, 1.11, 1.67
04-1-089844, 552145.88326718, -1084723.54784251, 1239785.67032655, 1.23, 1.03, 1.36
04-1-089845, 550405.96857455, -1080978.68434405, 1243823.58626588, 1.31, 1.24, 1.47
04-1-089848, 569498.09383888, -1084044.36495968, 1232509.02467814, 1.32, 1.16, 1.87
04-1-089850, 567988.65106220, -1082363.80248839, 1234680.62725849, 1.09, 0.92, 1.70
04-1-089851, 563705.58821312, -1081531.47349278, 1237369.96959755, 1.20, 0.98, 1.80
04-1-089852, 564301.24061980, -1084844.57550319, 1234194.11635134, 1.46, 1.25, 1.55
04-1-089856, 559401.44449920, -1071675.76161387, 1247854.09638368, 2.89, 2.72, 1.56
04-1-089866, 570437.52246841, -1059284.57120765, 1253425.70189123, 1.23, 1.07, 1.50
